customer_id,recency,monetary_value,frequency,r_quartile,f_quartile,m_quartile,RFM_segment,RFM_score
1459.0,127,3160,20,3,2,4,324,9
1460.0,71,3740,50,4,4,4,444,12
1461.0,1,5240,50,4,4,4,444,12
1462.0,302,1230,20,2,2,3,223,7
1463.0,71,270,20,4,2,2,422,8
1464.0,232,5120,40,3,4,4,344,11
1465.0,435,630,40,2,4,2,242,8
1466.0,1,3210,30,4,3,4,434,11
1467.0,183,4140,60,3,4,4,344,11
1468.0,22,1490,30,4,3,3,433,10
1469.0,316,400,10,2,1,2,212,5
1470.0,575,380,20,1,2,2,122,5
1471.0,729,380,20,1,2,2,122,5
1472.0,183,1470,20,3,2,3,323,8
1473.0,561,2820,30,1,3,4,134,8
1474.0,169,2160,30,3,3,4,334,10
1475.0,358,1000,30,2,3,3,233,8
1476.0,99,440,20,4,2,2,422,8
1477.0,379,2570,30,2,3,4,234,9
1478.0,1,1730,40,4,4,4,444,12
1479.0,596,2080,30,1,3,4,134,8
1480.0,589,20,10,1,1,1,111,3
1481.0,435,100,20,2,2,1,221,5
1482.0,225,1460,30,3,3,3,333,9
1484.0,428,190,20,2,2,1,221,5
1485.0,22,3830,20,4,2,4,424,10
1486.0,71,1480,50,4,4,3,443,11
1487.0,561,1110,20,1,2,3,123,6
1488.0,78,490,20,4,2,2,422,8
1489.0,1,6790,50,4,4,4,444,12
1490.0,92,2180,50,4,4,4,444,12
1491.0,260,310,20,3,2,2,322,7
1492.0,29,780,50,4,4,3,443,11
1494.0,57,3110,30,4,3,4,434,11
1495.0,190,4300,50,3,4,4,344,11
1496.0,421,220,10,2,1,1,211,4
1497.0,43,390,30,4,3,2,432,9
1498.0,582,1470,30,1,3,3,133,7
1499.0,519,250,10,1,1,1,111,3
1500.0,169,730,30,3,3,2,332,8
1501.0,260,740,30,3,3,3,333,9
1502.0,106,290,20,4,2,2,422,8
1503.0,155,1030,20,3,2,3,323,8
1504.0,267,2950,40,2,4,4,244,10
1505.0,29,890,20,4,2,3,423,9
1506.0,57,30,10,4,1,1,411,6
1508.0,211,480,20,3,2,2,322,7
1509.0,57,540,40,4,4,2,442,10
1510.0,71,1720,20,4,2,4,424,10
1511.0,218,430,20,3,2,2,322,7
1512.0,22,1000,40,4,4,3,443,11
1514.0,134,740,50,3,4,3,343,10
1515.0,113,1870,40,3,4,4,344,11
1516.0,288,380,30,2,3,2,232,7
1517.0,582,1150,10,1,1,3,113,5
1518.0,71,2190,50,4,4,4,444,12
1519.0,29,2010,40,4,4,4,444,12
1520.0,316,950,20,2,2,3,223,7
1521.0,505,1090,30,1,3,3,133,7
1522.0,169,2330,30,3,3,4,334,10
1523.0,771,40,10,1,1,1,111,3
1524.0,113,1430,20,3,2,3,323,8
1525.0,344,480,30,2,3,2,232,7
1526.0,1,490,10,4,1,2,412,7
1527.0,295,2250,20,2,2,4,224,8
1528.0,463,70,10,2,1,1,211,4
1529.0,512,210,10,1,1,1,111,3
1531.0,484,2450,60,1,4,4,144,9
1532.0,43,1810,50,4,4,4,444,12
1533.0,561,4110,30,1,3,4,134,8
1534.0,211,930,30,3,3,3,333,9
1535.0,701,890,10,1,1,3,113,5
1536.0,526,750,20,1,2,3,123,6
1537.0,176,1990,30,3,3,4,334,10
1538.0,491,1110,20,1,2,3,123,6
1539.0,106,450,20,4,2,2,422,8
1540.0,316,940,10,2,1,3,213,6
1541.0,92,500,40,4,4,2,442,10
1542.0,99,1930,30,4,3,4,434,11
1544.0,855,1280,10,1,1,3,113,5
1545.0,533,390,20,1,2,2,122,5
1546.0,176,1270,20,3,2,3,323,8
1547.0,288,90,20,2,2,1,221,5
1548.0,225,2210,30,3,3,4,334,10
1549.0,631,330,20,1,2,2,122,5
1550.0,568,110,10,1,1,1,111,3
1551.0,393,5240,30,2,3,4,234,9
1552.0,106,160,20,4,2,1,421,7
1553.0,428,150,10,2,1,1,211,4
1554.0,78,530,20,4,2,2,422,8
1555.0,64,2170,40,4,4,4,444,12
1557.0,470,760,30,2,3,3,233,8
1558.0,750,90,10,1,1,1,111,3
1559.0,281,1450,20,2,2,3,223,7
1560.0,603,400,10,1,1,2,112,4
1561.0,99,1050,40,4,4,3,443,11
1563.0,400,3590,40,2,4,4,244,10
1564.0,708,2330,50,1,4,4,144,9
1565.0,302,2050,60,2,4,4,244,10
1566.0,260,90,10,3,1,1,311,5
1567.0,477,20,10,2,1,1,211,4
1568.0,323,1000,30,2,3,3,233,8
1571.0,302,170,20,2,2,1,221,5
1572.0,85,2010,40,4,4,4,444,12
1573.0,176,3990,60,3,4,4,344,11
1574.0,36,4950,30,4,3,4,434,11
1575.0,211,1070,40,3,4,3,343,10
1576.0,484,120,10,1,1,1,111,3
1577.0,393,750,30,2,3,3,233,8
1578.0,260,1120,20,3,2,3,323,8
1579.0,1,1650,20,4,2,3,423,9
1580.0,8,3620,20,4,2,4,424,10
1581.0,29,1010,20,4,2,3,423,9
1583.0,64,1470,20,4,2,3,423,9
1585.0,841,380,10,1,1,2,112,4
1586.0,92,9260,70,4,4,4,444,12
1587.0,36,240,20,4,2,1,421,7
1588.0,659,1170,30,1,3,3,133,7
1590.0,134,1570,10,3,1,3,313,7
1591.0,344,3140,20,2,2,4,224,8
1592.0,435,200,10,2,1,1,211,4
1593.0,239,730,20,3,2,2,322,7
1594.0,71,820,40,4,4,3,443,11
1596.0,330,2040,20,2,2,4,224,8
1598.0,379,570,20,2,2,2,222,6
1599.0,358,2420,20,2,2,4,224,8
1600.0,64,2300,60,4,4,4,444,12
1601.0,232,1230,30,3,3,3,333,9
1602.0,386,770,20,2,2,3,223,7
1603.0,85,190,10,4,1,1,411,6
1604.0,92,1620,40,4,4,3,443,11
1605.0,99,90,10,4,1,1,411,6
1606.0,57,350,10,4,1,2,412,7
1607.0,442,30,20,2,2,1,221,5
1608.0,575,120,10,1,1,1,111,3
1609.0,57,50,10,4,1,1,411,6
1610.0,1,3040,30,4,3,4,434,11
1611.0,113,6470,50,3,4,4,344,11
1612.0,267,900,20,2,2,3,223,7
1613.0,22,390,20,4,2,2,422,8
1614.0,568,60,10,1,1,1,111,3
1615.0,134,3480,40,3,4,4,344,11
1616.0,211,820,40,3,4,3,343,10
1617.0,1,5250,40,4,4,4,444,12
1619.0,323,1370,20,2,2,3,223,7
1620.0,491,1160,10,1,1,3,113,5
1621.0,631,70,10,1,1,1,111,3
1623.0,295,790,20,2,2,3,223,7
1624.0,281,1150,20,2,2,3,223,7
1625.0,64,180,10,4,1,1,411,6
1626.0,253,920,30,3,3,3,333,9
1627.0,547,5990,30,1,3,4,134,8
1628.0,85,2570,40,4,4,4,444,12
1629.0,92,410,30,4,3,2,432,9
1630.0,281,500,30,2,3,2,232,7
1632.0,281,350,20,2,2,2,222,6
1633.0,64,220,10,4,1,1,411,6
1634.0,442,1190,30,2,3,3,233,8
1635.0,218,1430,30,3,3,3,333,9
1636.0,155,460,50,3,4,2,342,9
1637.0,337,290,10,2,1,2,212,5
1638.0,855,260,10,1,1,1,111,3
1639.0,29,2270,20,4,2,4,424,10
1640.0,645,70,10,1,1,1,111,3
1641.0,190,580,20,3,2,2,322,7
1642.0,8,2080,30,4,3,4,434,11
1643.0,281,520,20,2,2,2,222,6
1644.0,309,710,30,2,3,2,232,7
1646.0,596,380,20,1,2,2,122,5
1647.0,50,450,30,4,3,2,432,9
1648.0,8,610,40,4,4,2,442,10
1649.0,274,690,30,2,3,2,232,7
1650.0,176,270,10,3,1,2,312,6
1651.0,316,3100,40,2,4,4,244,10
1652.0,1,1010,40,4,4,3,443,11
1653.0,127,2000,40,3,4,4,344,11
1654.0,85,4400,50,4,4,4,444,12
1657.0,71,640,40,4,4,2,442,10
1658.0,491,3430,30,1,3,4,134,8
1659.0,197,1430,50,3,4,3,343,10
1660.0,141,250,30,3,3,1,331,7
1661.0,645,30,10,1,1,1,111,3
1662.0,71,530,30,4,3,2,432,9
1663.0,246,1790,40,3,4,4,344,11
1664.0,57,920,30,4,3,3,433,10
1665.0,1,1930,40,4,4,4,444,12
1666.0,22,1520,20,4,2,3,423,9
1667.0,85,1830,30,4,3,4,434,11
1668.0,295,690,40,2,4,2,242,8
1669.0,631,2130,20,1,2,4,124,7
1670.0,141,2600,30,3,3,4,334,10
1672.0,120,2370,30,3,3,4,334,10
1673.0,806,40,10,1,1,1,111,3
1674.0,736,2190,10,1,1,4,114,6
1675.0,78,730,20,4,2,2,422,8
1676.0,617,100,10,1,1,1,111,3
1678.0,1,6670,50,4,4,4,444,12
1679.0,29,110,10,4,1,1,411,6
1680.0,162,850,40,3,4,3,343,10
1681.0,351,340,10,2,1,2,212,5
1682.0,78,1760,60,4,4,4,444,12
1683.0,15,270,20,4,2,2,422,8
1684.0,470,30,20,2,2,1,221,5
1685.0,358,210,20,2,2,1,221,5
1686.0,197,3860,70,3,4,4,344,11
1687.0,673,1160,10,1,1,3,113,5
1688.0,323,440,20,2,2,2,222,6
1689.0,295,6400,60,2,4,4,244,10
1690.0,1,3190,50,4,4,4,444,12
1691.0,211,2260,40,3,4,4,344,11
1692.0,85,4000,80,4,4,4,444,12
1693.0,561,400,10,1,1,2,112,4
1694.0,260,150,20,3,2,1,321,6
1695.0,477,20,10,2,1,1,211,4
1696.0,764,1900,10,1,1,4,114,6
1697.0,22,4030,50,4,4,4,444,12
1698.0,288,9090,20,2,2,4,224,8
1699.0,456,90,20,2,2,1,221,5
1700.0,407,360,30,2,3,2,232,7
1701.0,169,850,20,3,2,3,323,8
1702.0,85,2950,40,4,4,4,444,12
1703.0,218,150,10,3,1,1,311,5
1704.0,113,6350,60,3,4,4,344,11
1705.0,183,540,30,3,3,2,332,8
1706.0,211,330,10,3,1,2,312,6
1707.0,834,180,10,1,1,1,111,3
1708.0,463,680,30,2,3,2,232,7
1709.0,43,2770,50,4,4,4,444,12
1710.0,358,1590,50,2,4,3,243,9
1711.0,120,1440,30,3,3,3,333,9
1713.0,92,410,30,4,3,2,432,9
1714.0,232,310,40,3,4,2,342,9
1715.0,239,3110,20,3,2,4,324,9
1716.0,15,100,10,4,1,1,411,6
1718.0,113,1560,40,3,4,3,343,10
1720.0,15,1210,20,4,2,3,423,9
1721.0,575,420,10,1,1,2,112,4
1723.0,43,1880,40,4,4,4,444,12
1725.0,421,1440,30,2,3,3,233,8
1726.0,281,1610,70,2,4,3,243,9
1727.0,1,3460,40,4,4,4,444,12
1728.0,736,480,10,1,1,2,112,4
1729.0,218,1240,20,3,2,3,323,8
1730.0,771,840,20,1,2,3,123,6
1731.0,379,460,30,2,3,2,232,7
1732.0,36,920,40,4,4,3,443,11
1733.0,463,20,10,2,1,1,211,4
1734.0,148,960,20,3,2,3,323,8
1736.0,64,1880,50,4,4,4,444,12
1737.0,421,1720,20,2,2,4,224,8
1738.0,701,520,10,1,1,2,112,4
1740.0,498,1330,10,1,1,3,113,5
1741.0,162,2130,50,3,4,4,344,11
1742.0,71,1060,30,4,3,3,433,10
1743.0,701,1700,30,1,3,4,134,8
1744.0,106,280,20,4,2,2,422,8
1745.0,211,1530,30,3,3,3,333,9
1746.0,428,40,10,2,1,1,211,4
1747.0,603,260,10,1,1,1,111,3
1748.0,50,2360,40,4,4,4,444,12
1749.0,169,1090,30,3,3,3,333,9
1750.0,204,3420,40,3,4,4,344,11
1751.0,246,1130,30,3,3,3,333,9
1752.0,407,820,40,2,4,3,243,9
1753.0,162,3590,20,3,2,4,324,9
1754.0,29,1000,30,4,3,3,433,10
1755.0,57,550,40,4,4,2,442,10
1756.0,253,340,10,3,1,2,312,6
1757.0,106,710,50,4,4,2,442,10
1758.0,274,1230,30,2,3,3,233,8
1759.0,29,1900,50,4,4,4,444,12
1760.0,631,1800,40,1,4,4,144,9
1761.0,183,460,40,3,4,2,342,9
1762.0,421,1230,20,2,2,3,223,7
1764.0,239,1360,30,3,3,3,333,9
1765.0,197,1110,30,3,3,3,333,9
1766.0,421,1010,10,2,1,3,213,6
1767.0,379,150,10,2,1,1,211,4
1768.0,169,1300,30,3,3,3,333,9
1769.0,624,370,30,1,3,2,132,6
1770.0,225,770,30,3,3,3,333,9
1771.0,50,1680,30,4,3,4,434,11
1772.0,29,530,30,4,3,2,432,9
1773.0,323,2730,30,2,3,4,234,9
1774.0,484,1520,40,1,4,3,143,8
1775.0,393,410,20,2,2,2,222,6
1776.0,50,1360,20,4,2,3,423,9
1777.0,309,4810,50,2,4,4,244,10
1778.0,344,1040,20,2,2,3,223,7
1779.0,498,2720,30,1,3,4,134,8
1781.0,267,490,20,2,2,2,222,6
1782.0,239,950,20,3,2,3,323,8
1783.0,134,9090,40,3,4,4,344,11
1785.0,568,550,10,1,1,2,112,4
1786.0,176,1930,30,3,3,4,334,10
1787.0,148,2260,50,3,4,4,344,11
1788.0,561,3510,30,1,3,4,134,8
1789.0,106,2340,20,4,2,4,424,10
1790.0,134,70,10,3,1,1,311,5
1791.0,288,1850,50,2,4,4,244,10
1792.0,183,1580,40,3,4,3,343,10
1793.0,148,790,30,3,3,3,333,9
1795.0,596,370,10,1,1,2,112,4
1796.0,71,720,20,4,2,2,422,8
1797.0,113,1290,50,3,4,3,343,10
1798.0,239,880,20,3,2,3,323,8
1799.0,155,370,30,3,3,2,332,8
1800.0,197,5110,20,3,2,4,324,9
1801.0,106,1920,30,4,3,4,434,11
1802.0,155,860,20,3,2,3,323,8
1803.0,29,2580,50,4,4,4,444,12
1804.0,225,2290,20,3,2,4,324,9
1805.0,120,670,20,3,2,2,322,7
1806.0,295,380,10,2,1,2,212,5
1807.0,246,560,30,3,3,2,332,8
1808.0,351,2650,10,2,1,4,214,7
1809.0,414,2320,10,2,1,4,214,7
1810.0,85,1330,50,4,4,3,443,11
1811.0,64,1700,40,4,4,4,444,12
1812.0,477,310,10,2,1,2,212,5
1813.0,169,100,10,3,1,1,311,5
1814.0,680,140,10,1,1,1,111,3
1815.0,435,1110,30,2,3,3,233,8
1816.0,1,730,30,4,3,2,432,9
1817.0,134,730,30,3,3,2,332,8
1818.0,708,730,20,1,2,2,122,5
1819.0,603,40,10,1,1,1,111,3
1820.0,8,3250,40,4,4,4,444,12
1821.0,225,1220,30,3,3,3,333,9
1822.0,351,1750,30,2,3,4,234,9
1823.0,8,2130,60,4,4,4,444,12
1824.0,22,7400,40,4,4,4,444,12
1825.0,302,610,40,2,4,2,242,8
1826.0,134,4230,40,3,4,4,344,11
1827.0,491,720,20,1,2,2,122,5
1828.0,113,60,20,3,2,1,321,6
1829.0,204,700,30,3,3,2,332,8
1831.0,421,790,20,2,2,3,223,7
1832.0,386,790,20,2,2,3,223,7
1833.0,106,660,20,4,2,2,422,8
1834.0,113,460,30,3,3,2,332,8
1835.0,71,510,10,4,1,2,412,7
1836.0,8,2160,40,4,4,4,444,12
1837.0,736,620,10,1,1,2,112,4
1838.0,386,1080,10,2,1,3,213,6
1841.0,8,390,40,4,4,2,442,10
1842.0,134,3800,30,3,3,4,334,10
1843.0,190,4620,30,3,3,4,334,10
1844.0,99,3630,20,4,2,4,424,10
1845.0,512,930,20,1,2,3,123,6
1846.0,169,180,10,3,1,1,311,5
1847.0,29,5600,30,4,3,4,434,11
1848.0,8,350,20,4,2,2,422,8
1849.0,260,2250,30,3,3,4,334,10
1850.0,15,13260,40,4,4,4,444,12
1851.0,337,940,20,2,2,3,223,7
1852.0,568,2460,10,1,1,4,114,6
1853.0,183,2100,20,3,2,4,324,9
1854.0,792,90,10,1,1,1,111,3
1855.0,85,180,20,4,2,1,421,7
1856.0,78,3030,10,4,1,4,414,9
1857.0,22,990,50,4,4,3,443,11
1858.0,498,1210,10,1,1,3,113,5
1859.0,120,1020,30,3,3,3,333,9
1860.0,8,870,50,4,4,3,443,11
1862.0,246,870,30,3,3,3,333,9
1863.0,29,4470,50,4,4,4,444,12
1864.0,148,2410,50,3,4,4,344,11
1865.0,575,380,10,1,1,2,112,4
1866.0,99,1150,50,4,4,3,443,11
1867.0,22,240,20,4,2,1,421,7
1868.0,358,1980,40,2,4,4,244,10
1869.0,365,650,20,2,2,2,222,6
1870.0,36,470,30,4,3,2,432,9
1871.0,50,370,20,4,2,2,422,8
1872.0,141,3640,50,3,4,4,344,11
1873.0,295,880,20,2,2,3,223,7
1874.0,1,6710,30,4,3,4,434,11
1875.0,309,10,10,2,1,1,211,4
1876.0,309,1080,20,2,2,3,223,7
1877.0,631,1590,10,1,1,3,113,5
1878.0,785,70,10,1,1,1,111,3
1879.0,470,600,20,2,2,2,222,6
1880.0,43,4070,30,4,3,4,434,11
1881.0,8,1880,20,4,2,4,424,10
1882.0,288,690,10,2,1,2,212,5
1883.0,22,490,20,4,2,2,422,8
1884.0,141,2110,30,3,3,4,334,10
1886.0,197,130,20,3,2,1,321,6
1887.0,176,310,20,3,2,2,322,7
1888.0,15,4860,60,4,4,4,444,12
1889.0,22,3320,50,4,4,4,444,12
1890.0,106,4250,40,4,4,4,444,12
1891.0,365,490,30,2,3,2,232,7
1892.0,155,940,50,3,4,3,343,10
1893.0,246,1090,20,3,2,3,323,8
1894.0,281,2850,40,2,4,4,244,10
1895.0,71,690,40,4,4,2,442,10
1896.0,484,920,30,1,3,3,133,7
1897.0,22,290,20,4,2,2,422,8
1898.0,57,7120,60,4,4,4,444,12
1902.0,162,370,10,3,1,2,312,6
1903.0,442,60,10,2,1,1,211,4
1905.0,71,2180,60,4,4,4,444,12
1906.0,428,350,20,2,2,2,222,6
1907.0,99,800,30,4,3,3,433,10
1908.0,267,390,20,2,2,2,222,6
1909.0,463,520,30,2,3,2,232,7
1910.0,78,200,30,4,3,1,431,8
1911.0,71,2480,30,4,3,4,434,11
1912.0,302,510,10,2,1,2,212,5
1913.0,498,2970,20,1,2,4,124,7
1914.0,274,6850,30,2,3,4,234,9
1915.0,505,100,10,1,1,1,111,3
1916.0,554,1610,30,1,3,3,133,7
1917.0,288,250,20,2,2,1,221,5
1919.0,50,220,30,4,3,1,431,8
1920.0,1,3120,30,4,3,4,434,11
1921.0,435,1050,30,2,3,3,233,8
1922.0,29,760,30,4,3,3,433,10
1923.0,85,330,30,4,3,2,432,9
1924.0,169,1610,30,3,3,3,333,9
1925.0,764,60,10,1,1,1,111,3
1926.0,827,30,10,1,1,1,111,3
1928.0,78,250,20,4,2,1,421,7
1929.0,260,2790,20,3,2,4,324,9
1930.0,267,1740,20,2,2,4,224,8
1931.0,232,3450,30,3,3,4,334,10
1932.0,50,1000,30,4,3,3,433,10
1933.0,57,2940,40,4,4,4,444,12
1934.0,813,120,10,1,1,1,111,3
1935.0,92,580,40,4,4,2,442,10
1936.0,421,20,10,2,1,1,211,4
1937.0,8,2030,50,4,4,4,444,12
1938.0,855,1190,10,1,1,3,113,5
1939.0,841,240,10,1,1,1,111,3
1940.0,281,720,40,2,4,2,242,8
1941.0,22,1130,30,4,3,3,433,10
1942.0,505,500,10,1,1,2,112,4
1943.0,22,760,30,4,3,3,433,10
1944.0,43,1460,30,4,3,3,433,10
1945.0,50,1060,10,4,1,3,413,8
1946.0,99,930,40,4,4,3,443,11
1947.0,50,260,30,4,3,1,431,8
1948.0,302,710,30,2,3,2,232,7
1949.0,64,1980,40,4,4,4,444,12
1950.0,190,1040,30,3,3,3,333,9
1951.0,533,1780,20,1,2,4,124,7
1952.0,169,1920,30,3,3,4,334,10
1953.0,295,840,20,2,2,3,223,7
1954.0,43,190,10,4,1,1,411,6
1955.0,211,490,10,3,1,2,312,6
1956.0,540,220,10,1,1,1,111,3
1958.0,85,1650,40,4,4,3,443,11
1959.0,764,1140,10,1,1,3,113,5
1960.0,99,1600,50,4,4,3,443,11
1961.0,337,220,20,2,2,1,221,5
1962.0,127,3230,50,3,4,4,344,11
1963.0,85,1610,40,4,4,3,443,11
1964.0,701,1250,20,1,2,3,123,6
1965.0,106,620,30,4,3,2,432,9
1966.0,379,900,30,2,3,3,233,8
1967.0,421,7870,30,2,3,4,234,9
1968.0,141,1580,30,3,3,3,333,9
1969.0,92,3500,30,4,3,4,434,11
1970.0,43,420,20,4,2,2,422,8
1971.0,302,890,10,2,1,3,213,6
1972.0,29,1790,70,4,4,4,444,12
1973.0,694,140,10,1,1,1,111,3
1974.0,85,430,20,4,2,2,422,8
1975.0,302,1460,10,2,1,3,213,6
1977.0,8,4840,50,4,4,4,444,12
1978.0,8,1390,30,4,3,3,433,10
1979.0,302,1630,20,2,2,3,223,7
1980.0,85,1060,60,4,4,3,443,11
1981.0,148,610,20,3,2,2,322,7
1982.0,64,150,20,4,2,1,421,7
1983.0,113,2110,70,3,4,4,344,11
1984.0,575,350,20,1,2,2,122,5
1985.0,148,290,20,3,2,2,322,7
1986.0,1,7810,70,4,4,4,444,12
1987.0,246,160,20,3,2,1,321,6
1988.0,652,6900,30,1,3,4,134,8
1989.0,323,920,20,2,2,3,223,7
1990.0,379,3010,20,2,2,4,224,8
1991.0,386,1720,30,2,3,4,234,9
1992.0,421,710,20,2,2,2,222,6
1993.0,673,610,10,1,1,2,112,4
1994.0,211,1000,30,3,3,3,333,9
1995.0,8,1310,30,4,3,3,433,10
1996.0,155,500,20,3,2,2,322,7
1997.0,631,1220,30,1,3,3,133,7
1998.0,169,2230,30,3,3,4,334,10
1999.0,190,2220,40,3,4,4,344,11
2001.0,148,170,10,3,1,1,311,5
2002.0,141,20,10,3,1,1,311,5
2003.0,379,130,10,2,1,1,211,4
2004.0,302,30,10,2,1,1,211,4
2006.0,603,80,10,1,1,1,111,3
2012.0,274,150,10,2,1,1,211,4
2017.0,575,180,10,1,1,1,111,3
2018.0,400,110,10,2,1,1,211,4
2019.0,596,2520,30,1,3,4,134,8
2022.0,85,460,50,4,4,2,442,10
2023.0,267,130,10,2,1,1,211,4
2024.0,169,660,30,3,3,2,332,8
2025.0,323,140,10,2,1,1,211,4
2026.0,659,110,10,1,1,1,111,3
2028.0,309,1500,10,2,1,3,213,6
2030.0,722,560,10,1,1,2,112,4
2031.0,204,720,10,3,1,2,312,6
2033.0,687,330,10,1,1,2,112,4
2039.0,393,430,10,2,1,2,212,5
2040.0,274,20,10,2,1,1,211,4
2041.0,337,1240,10,2,1,3,213,6
2042.0,526,510,10,1,1,2,112,4
2044.0,211,90,10,3,1,1,311,5
2048.0,561,770,10,1,1,3,113,5
2049.0,554,720,20,1,2,2,122,5
2053.0,421,1600,20,2,2,3,223,7
2054.0,15,280,10,4,1,2,412,7
2056.0,120,200,20,3,2,1,321,6
2057.0,141,9170,30,3,3,4,334,10
2058.0,610,170,10,1,1,1,111,3
2061.0,603,40,10,1,1,1,111,3
2065.0,575,960,10,1,1,3,113,5
2067.0,71,1070,30,4,3,3,433,10
2068.0,701,760,10,1,1,3,113,5
2069.0,232,1570,10,3,1,3,313,7
2073.0,344,170,10,2,1,1,211,4
2077.0,50,160,20,4,2,1,421,7
2079.0,183,160,10,3,1,1,311,5
2080.0,85,1410,20,4,2,3,423,9
2082.0,596,620,10,1,1,2,112,4
2083.0,225,540,10,3,1,2,312,6
2087.0,162,230,10,3,1,1,311,5
2091.0,113,140,20,3,2,1,321,6
2092.0,120,610,20,3,2,2,322,7
2094.0,134,80,10,3,1,1,311,5
2095.0,211,1980,30,3,3,4,334,10
2096.0,435,220,10,2,1,1,211,4
2097.0,428,60,10,2,1,1,211,4
2099.0,645,300,10,1,1,2,112,4
2100.0,99,20,10,4,1,1,411,6
2101.0,400,3730,30,2,3,4,234,9
2102.0,596,320,10,1,1,2,112,4
2103.0,211,1440,20,3,2,3,323,8
2104.0,617,200,10,1,1,1,111,3
2110.0,715,90,10,1,1,1,111,3
2111.0,372,720,10,2,1,2,212,5
2112.0,785,40,10,1,1,1,111,3
2114.0,834,610,10,1,1,2,112,4
2115.0,428,580,10,2,1,2,212,5
2117.0,785,60,10,1,1,1,111,3
2118.0,176,90,10,3,1,1,311,5
2119.0,134,980,10,3,1,3,313,7
2121.0,337,730,10,2,1,2,212,5
2122.0,29,360,10,4,1,2,412,7
2123.0,463,130,10,2,1,1,211,4
2125.0,295,70,10,2,1,1,211,4
2127.0,225,100,10,3,1,1,311,5
2129.0,1,170,20,4,2,1,421,7
2131.0,169,140,10,3,1,1,311,5
2132.0,435,2070,30,2,3,4,234,9
2137.0,127,290,10,3,1,2,312,6
2138.0,218,30,10,3,1,1,311,5
2139.0,330,70,10,2,1,1,211,4
2142.0,197,130,10,3,1,1,311,5
2143.0,379,560,10,2,1,2,212,5
2145.0,92,410,10,4,1,2,412,7
2146.0,694,100,10,1,1,1,111,3
2148.0,743,160,10,1,1,1,111,3
2152.0,631,1670,20,1,2,3,123,6
2154.0,57,530,20,4,2,2,422,8
2155.0,113,1390,10,3,1,3,313,7
2160.0,141,980,10,3,1,3,313,7
2161.0,225,1060,30,3,3,3,333,9
2162.0,197,970,20,3,2,3,323,8
2166.0,99,80,20,4,2,1,421,7
2168.0,358,2040,30,2,3,4,234,9
2169.0,64,1870,20,4,2,4,424,10
2172.0,421,50,10,2,1,1,211,4
2173.0,22,3640,30,4,3,4,434,11
2174.0,526,4080,10,1,1,4,114,6
2175.0,141,2230,20,3,2,4,324,9
2177.0,176,670,20,3,2,2,322,7
2178.0,99,610,20,4,2,2,422,8
2179.0,834,230,10,1,1,1,111,3
2182.0,1,130,10,4,1,1,411,6
2183.0,295,110,10,2,1,1,211,4
2184.0,484,1480,10,1,1,3,113,5
2185.0,666,240,10,1,1,1,111,3
2186.0,785,180,10,1,1,1,111,3
2187.0,211,910,10,3,1,3,313,7
2188.0,589,580,20,1,2,2,122,5
2189.0,757,300,10,1,1,2,112,4
2190.0,848,30,10,1,1,1,111,3
2191.0,638,30,10,1,1,1,111,3
2192.0,568,390,10,1,1,2,112,4
2195.0,344,1250,30,2,3,3,233,8
2196.0,379,180,10,2,1,1,211,4
2199.0,358,7790,10,2,1,4,214,7
2200.0,232,1040,30,3,3,3,333,9
2201.0,1,4410,10,4,1,4,414,9
2203.0,274,360,10,2,1,2,212,5
2206.0,29,740,10,4,1,3,413,8
2208.0,568,150,10,1,1,1,111,3
2211.0,106,360,10,4,1,2,412,7
2215.0,365,90,10,2,1,1,211,4
2216.0,78,3590,30,4,3,4,434,11
2221.0,337,2120,30,2,3,4,234,9
2222.0,596,90,10,1,1,1,111,3
2225.0,456,340,20,2,2,2,222,6
2226.0,85,490,10,4,1,2,412,7
2227.0,785,530,10,1,1,2,112,4
2228.0,8,6530,30,4,3,4,434,11
2229.0,337,310,10,2,1,2,212,5
2234.0,477,140,10,2,1,1,211,4
2237.0,43,570,20,4,2,2,422,8
2241.0,120,520,20,3,2,2,322,7
2242.0,694,90,10,1,1,1,111,3
2245.0,722,190,10,1,1,1,111,3
2246.0,449,2570,30,2,3,4,234,9
2250.0,463,20,10,2,1,1,211,4
2252.0,57,900,10,4,1,3,413,8
2253.0,505,200,20,1,2,1,121,4
2255.0,624,210,10,1,1,1,111,3
2256.0,113,90,20,3,2,1,321,6
2257.0,78,210,10,4,1,1,411,6
2258.0,197,860,10,3,1,3,313,7
2260.0,631,280,10,1,1,2,112,4
2261.0,645,20,10,1,1,1,111,3
2266.0,43,430,10,4,1,2,412,7
2267.0,211,9030,20,3,2,4,324,9
2268.0,463,10,10,2,1,1,211,4
2271.0,834,60,10,1,1,1,111,3
2275.0,225,410,10,3,1,2,312,6
2279.0,421,140,10,2,1,1,211,4
2281.0,442,50,10,2,1,1,211,4
2283.0,477,190,20,2,2,1,221,5
2285.0,848,60,10,1,1,1,111,3
2286.0,827,80,10,1,1,1,111,3
2288.0,855,130,10,1,1,1,111,3
2302.0,813,220,10,1,1,1,111,3
2304.0,260,190,20,3,2,1,321,6
2309.0,603,1580,10,1,1,3,113,5
2310.0,50,1090,10,4,1,3,413,8
2311.0,603,770,10,1,1,3,113,5
2312.0,57,1690,10,4,1,4,414,9
2313.0,50,350,10,4,1,2,412,7
