track_name,track_uri,album_name,artist_name,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
We Three Kings,5iEyiPmRKlEvoPlGVDX8f3,Silver & Gold,Sufjan Stevens,2012-11-13,52306,0,0.994,0.305,0.0784,0.961,0.336,-16.746,0.041,84.743,4
Justice Delivers Its Death,2mUUSEtQVHL1mMuYsxTPoq,Silver & Gold,Sufjan Stevens,2012-11-13,195906,0,0.988,0.449,0.257,0.029,0.111,-15.713,0.0322,149.647,3
Christmas Unicorn,1OyVA2U3bi8EREQckwDMtv,Silver & Gold,Sufjan Stevens,2012-11-13,748040,0,0.473,0.537,0.666,0.00189,0.265,-8.252,0.0488,119.972,4
Amazing Grace,3BGBxR5E7RFefnnGwKgpkV,Songs For Christmas,Sufjan Stevens,2006-11-21,248960,0,0.844,0.676,0.335,2.47e-06,0.0743,-10.85,0.0378,87.827,3
Come Thou Fount of Every Blessing,0zX0w7ybJfmk5mo8kKuXlC,Songs For Christmas,Sufjan Stevens,2006-11-21,283146,0,0.866,0.713,0.233,1.44e-05,0.223,-12.43,0.0501,123.04,3
I Saw Three Ships,6HwZ5QhIsaR23NvQ0QW2l3,Songs For Christmas,Sufjan Stevens,2006-11-21,154840,0,0.631,0.295,0.565,1.31e-05,0.0968,-9.371,0.0315,95.945,4
Once in Royal David's City,6rnO4Hu53CvH0TqIshcjfn,Songs For Christmas,Sufjan Stevens,2006-11-21,220066,0,0.923,0.401,0.413,0.00314,0.15,-10.318,0.0299,164.46,4
Hark! The Herald Angels Sing!,1ukSyXwTn2Z9pG61Z6wjBB,Songs For Christmas,Sufjan Stevens,2006-11-21,45853,0,0.957,0.511,0.32,0.856,0.21,-11.93,0.0339,113.781,4
"Bring A Torch, Jeanette, Isabella",4dmNU5m0Hpwpv03q5xHdqO,Songs For Christmas,Sufjan Stevens,2006-11-21,99546,0,0.845,0.637,0.356,0.822,0.227,-21.286,0.0526,127.085,3
O Come O Come Emmanuel,5CvOuxqN4YrjVshv6eh7JA,Songs For Christmas,Sufjan Stevens,2006-11-21,63946,0,0.992,0.33,0.107,0.104,0.158,-18.85,0.0406,92.189,4
Come on! Let's Boogey to the Elf Dance!,3NWriGPDUHUhZSbtDj2rMd,Songs For Christmas,Sufjan Stevens,2006-11-21,229826,0,0.812,0.737,0.635,1.55e-06,0.0532,-8.144,0.0321,120.1,4
We Three Kings,5GpIdvWIis2wjNz8kGwQMw,Songs For Christmas,Sufjan Stevens,2006-11-21,178706,0,0.877,0.305,0.207,0.000385,0.383,-13.559,0.0308,96.019,3
O Holy Night,2vt1kHKfCmatsg32w3Wuko,Songs For Christmas,Sufjan Stevens,2006-11-21,244186,0,0.95,0.573,0.374,0.000756,0.0752,-10.145,0.0263,110.903,1
That Was the Worst Christmas Ever!,6pL6TOmzoMq6ckBFGTaAT5,Songs For Christmas,Sufjan Stevens,2006-11-21,198026,0,0.934,0.563,0.285,0.00902,0.141,-14.466,0.0395,140.274,3
Ding! Dong!,0PXH84vcGY9no7JP9XiUG8,Songs For Christmas,Sufjan Stevens,2006-11-21,55853,0,0.934,0.504,0.434,0.887,0.157,-15.508,0.0345,151.278,3
All the King's Horns,7wuiaHqdjfNtNRjaU1tBpv,Songs For Christmas,Sufjan Stevens,2006-11-21,179053,0,0.909,0.575,0.504,0.0277,0.149,-11.294,0.0314,122.409,4
The Friendly Beasts,5lCUow4fyMDGN6YKc9OwLe,Songs For Christmas,Sufjan Stevens,2006-11-21,222200,0,0.83,0.588,0.377,0.016,0.0964,-10.229,0.0345,117.903,3
The Little Drummer Boy,6WvEUY6nvxymrVv87JMJIh,Songs For Christmas,Sufjan Stevens,2006-11-21,223760,0,0.888,0.607,0.32,4.84e-05,0.0813,-12.835,0.0294,171.984,4
Away In A Manger,02JHs4dLIRc3n2mxrJZDtA,Songs For Christmas,Sufjan Stevens,2006-11-21,174253,0,0.955,0.565,0.222,0.216,0.118,-13.229,0.03,115.798,3
Hey Guys! It's Christmas Time!,2QEBPtzK7dnGn7kHf2wvKk,Songs For Christmas,Sufjan Stevens,2006-11-21,281253,0,0.124,0.516,0.459,0.00278,0.164,-9.09,0.0296,97.479,4
"Did I Make You Cry On Christmas Day? (Well, You Deserved It!)",0oDIAcZEMg1W7SDBUot8XB,Songs For Christmas,Sufjan Stevens,2006-11-21,201506,0,0.795,0.631,0.4,0.0263,0.126,-11.159,0.0278,113.039,4
The Incarnation,4zV4YHkOqRMZQUoQaO6bfm,Songs For Christmas,Sufjan Stevens,2006-11-21,143386,0,0.971,0.223,0.382,0.773,0.346,-13.15,0.0346,136.281,4
Joy To The World,2YlxHMk3MHP3Kk3pVXLqjr,Songs For Christmas,Sufjan Stevens,2006-11-21,260786,0,0.897,0.521,0.249,0.000125,0.0681,-13.825,0.0276,136.902,4
"Get Behind Me, Santa!",7ET8SvWR236YP3JaxPWKir,Songs For Christmas,Sufjan Stevens,2006-11-21,229000,0,0.17,0.599,0.519,0.0,0.732,-9.141,0.0295,128.659,4
Jingle Bells,3H9we8cNlDVPQeTyoZSLVQ,Songs For Christmas,Sufjan Stevens,2006-11-21,36333,0,0.995,0.802,0.278,0.913,0.149,-16.768,0.272,116.476,3
Lo! How A Rose E'er Blooming,0PO5Xtyi2pdyn18FnKLOf5,Songs For Christmas,Sufjan Stevens,2006-11-21,105653,0,0.993,0.643,0.0978,0.852,0.123,-14.831,0.0429,100.123,4
Jupiter Winter,4ToiGG5wFUvMoyagAGB7St,Songs For Christmas,Sufjan Stevens,2006-11-21,230813,0,0.554,0.468,0.493,0.000701,0.118,-10.239,0.0331,131.968,4
The Winter Solstice,4ERPTflJDoXxUb2lg51gp7,Songs For Christmas,Sufjan Stevens,2006-11-21,202853,0,0.974,0.375,0.454,0.94,0.0745,-9.816,0.0326,100.366,4
"Holy, Holy, Holy",6GjYRXGmP1CQrAb9ORvaFV,Songs For Christmas,Sufjan Stevens,2006-11-21,230013,0,0.955,0.342,0.172,0.0142,0.122,-15.12,0.0316,139.777,3
Winter Wonderland,66naqaVKrmtVHt1TONCfk3,A Christmas Gift For You From Moshi Moshi,Various Artists,2010-11-29,142442,0,0.0363,0.534,0.663,0.000339,0.295,-8.475,0.0503,140.042,4
Happy Xmas (War Is Over) - Remastered 2010,3zJw3rugfpVrmBeDDnUYzy,Power To The People - The Hits,John Lennon,2010-10-04,213880,12,0.318,0.328,0.607,0.0,0.765,-11.076,0.0315,146.537,3
Happy Xmas (War Is Over) (feat. The Sarah McLachlan Music Outreach Children's Choir and Youth Choir),337IyICya9hN6BR6pxxAM8,Wintersong,Sarah McLachlan,2006,208693,21,0.0953,0.407,0.544,1.46e-06,0.085,-5.945,0.026,147.946,3
Someday At Christmas,4SoKhHMopURSMWCTkVriGl,Someday At Christmas,Stevie Wonder,1967-11-01,170840,0,0.722,0.383,0.391,0.0,0.12,-10.386,0.031,99.7,4
What Christmas Means To Me,2qoZNAP3JLyIOtbsPtBjvV,Someday At Christmas,Stevie Wonder,1967-11-01,147226,11,0.244,0.478,0.542,0.0,0.0839,-10.135,0.0367,167.486,4
Rudolph the Red Nose Rheindeer - Re-Recorded,0PkjYyG4iTjzZFMX8MmoUZ,Here Comes Santa Claus,Gene Autry,2014-10-20,173949,0,0.76,0.366,0.382,0.0,0.322,-10.921,0.0307,130.645,4
I'll Be Home for Christmas,3EfX8yc6nG0fcbaH7BADXM,Elvis' Christmas Album,Elvis Presley,1957-10-15,115000,33,0.987,0.492,0.0312,0.177,0.129,-19.768,0.0273,75.468,4
Here Comes Santa Claus (Right Down Santa Claus Lane),7n7VsX3sv66znBwA8b5uhp,Elvis' Christmas Album,Elvis Presley,1957-10-15,115826,52,0.968,0.575,0.236,0.0178,0.105,-16.982,0.0422,79.576,4
White Christmas,2oGvqT9Lvi7ahEi4H5Glvg,The King of Rock 'n' Roll: The Complete 50's Masters,Elvis Presley,1992-06-23,143173,14,0.961,0.511,0.0627,0.00309,0.124,-18.637,0.0375,93.31,4
(There's No Place Like) Home for the Holidays - 1959 Version,0hvN2v6fAcB6xWyW7UaooA,Season's Greetings,Perry Como,1991-08-26,175893,45,0.897,0.478,0.341,0.0,0.258,-12.556,0.0511,143.736,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),6IeK3Ap5m3HabwJxgI6eSE,Greatest Christmas Songs,Perry Como,1999-08-20,155933,19,0.76,0.724,0.276,0.0,0.116,-12.25,0.0599,112.874,4
A Holly Jolly Christmas - Single Version,65Q2mv3UlVi9eO70OpsmSe,Have A Holly Jolly Christmas,Burl Ives,1965-01-01,135533,1,0.579,0.683,0.375,0.0,0.076,-13.056,0.0303,140.467,4
Rudolph The Red-Nosed Reindeer,4hXAK3mjFVFOOiJQ3rKAXi,Have A Holly Jolly Christmas,Burl Ives,1965-01-01,130026,0,0.671,0.67,0.275,0.0,0.199,-12.755,0.0385,152.649,4
Christmas Canon,0O4vuJynWVVdyvoHvZtnk3,The Christmas Attic,Trans-Siberian Orchestra,1998-09-15,257986,44,0.78,0.286,0.362,0.445,0.172,-6.345,0.031,132.842,4
Have Yourself A Merry Little Christmas,47X9nPgLBHEGts5tFwpF6S,Ella Wishes You A Swinging Christmas (Expanded Edition),Ella Fitzgerald,1960,175840,0,0.961,0.611,0.247,2.74e-06,0.218,-9.038,0.0419,112.239,4
"O Come, O Come Emmanuel",1Db7Wb6zv52bo0zofQ6V8x,"O Come, O Come Emmanuel",Belle and Sebastian,2000-11-20,207333,8,0.756,0.361,0.263,5.76e-05,0.121,-12.899,0.0279,164.808,4
Wonderful Christmastime,3OnZDfpaIbb2dBCCHtoYSX,Holidays Rule,Various Artists,2012-01-01,146520,18,0.0109,0.633,0.689,0.0,0.114,-5.406,0.0307,140.075,4
Green Grows The Holly,5P0cZ3i8YB7DFbVLXuuPeL,Holidays Rule,Various Artists,2012-01-01,239040,9,0.893,0.404,0.3,0.000174,0.106,-10.866,0.0296,115.74,4
I Heard The Bells On Christmas Day,1qSBHo7rjtqYdd0XJB8ngq,Holidays Rule,Various Artists,2012-01-01,154440,15,0.872,0.492,0.145,9.7e-06,0.106,-14.504,0.0421,90.078,4
We Need A Little Christmas,3C50CYQ2uFnDCF0h1t2xc5,Holidays Rule,Various Artists,2012-01-01,194680,6,0.568,0.634,0.616,0.0,0.187,-7.314,0.0349,120.122,4
That’s What I Want For Christmas,2g68J1eIHfkpdxzUuiKa6t,Holidays Rule,Various Artists,2012-01-01,140493,3,0.399,0.485,0.349,5.09e-06,0.231,-9.103,0.031,75.943,4
May Ev’ry Day Be Christmas,4DpgCP5G7pI13b6VUxUTjK,Holidays Rule,Various Artists,2012-01-01,152800,8,0.558,0.782,0.372,0.00268,0.134,-8.456,0.0597,120.736,4
Blue Christmas,3vEqfGwQpw1pPFTzfVyUsw,Holidays Rule,Various Artists,2012-01-01,129013,5,0.261,0.617,0.501,1.65e-05,0.234,-7.901,0.0232,96.794,4
It’s Beginning To Look Like Christmas,1NGJEnewYsyJJbR1Fo3duX,Holidays Rule,Various Artists,2012-01-01,180426,5,0.675,0.571,0.37,0.000694,0.0973,-10.063,0.0286,100.18,4
"O Come, O Come, Emmanuel",3kVnoW7oDuuovp1SyMj9Kb,Holidays Rule,Various Artists,2012-01-01,244880,12,0.701,0.606,0.298,2.03e-06,0.13,-11.326,0.0319,118.907,4
What Are You Doing New Year’s Eve?,0SZim5k1ypcgRsWmFcrGfs,Holidays Rule,Various Artists,2012-01-01,268520,15,0.251,0.354,0.573,0.0393,0.113,-9.156,0.0322,144.22,3
Auld Lang Syne,0iDlZGhqZQO1j7Vnmnu8P9,Holidays Rule,Various Artists,2012-01-01,272266,14,0.911,0.646,0.282,2.22e-06,0.102,-9.948,0.0404,103.904,4
Please Come Home for Christmas,0fofCTML9V5soXPCb08Qg3,Christmas with Grace Potter & The Nocturnals,Grace Potter & The Nocturnals,2011-01-01,191480,6,0.598,0.398,0.46,0.00916,0.28,-7.585,0.0389,174.994,3
The Blizzard,1KKhlceVUkfqqtpAJmAtmy,The Blizzard,Camera Obscura,2009-11-17,254057,0,0.365,0.537,0.256,0.0,0.159,-19.536,0.0357,114.728,4
"'Zat You, Santa Claus? - The Heavy Remix",22cVciLfvYKuw9qiZiTpnA,Verve Remixed Christmas,Various Artists,2008-01-01,175666,12,0.0677,0.607,0.723,0.000203,0.495,-6.169,0.194,122.043,4
Last Christmas,2FRnf9qhLbvw8fu4IBXx78,LAST CHRISTMAS,Wham!,1984-11-29,262960,70,0.189,0.735,0.478,2.48e-06,0.355,-12.472,0.0293,107.682,4
Christmas Lights,4fzyvSu73BhGvi96p2zwjL,Christmas Lights,Coldplay,2010-12-01,242495,53,0.131,0.315,0.418,0.000679,0.0836,-9.146,0.0299,129.116,4
Winter Song,3hbjGZXUCqpn7E8c88qQvA,Snowfall EP,Ingrid Michaelson,2017-11-10,267266,0,0.964,0.574,0.139,2.88e-05,0.133,-14.155,0.0361,81.137,5
The Christmas Song,74vAkZaoEU54yZdOoSLrTa,The Christmas Song,The Raveonettes,2003-12-02,132600,27,0.0267,0.611,0.843,8.33e-05,0.127,-4.624,0.0294,106.348,4
Frosty The Snowman,7vPz1tQDvIMWmUMLrTRZQ4,"This Warm December, A Brushfire Holiday Vol. 2",Various Artists,2011-01-01,149320,13,0.325,0.866,0.338,0.0,0.0981,-9.435,0.073,131.832,4
Jingle Bell Rock,5cIQbhF2uB0zJHmvynMIav,"This Warm December, A Brushfire Holiday Vol. 2",Various Artists,2011-01-01,159960,13,0.46,0.578,0.497,0.0,0.101,-8.603,0.0295,108.107,4
Angel (Holiday),5mb6YQWIVJ44alLjCZmGTT,"This Warm December, A Brushfire Holiday Vol. 2",Various Artists,2011-01-01,122706,29,0.266,0.768,0.321,3.93e-06,0.105,-10.487,0.0294,91.058,4
Someday At Christmas,6kO2O6UI7xj6nRNQ5H5ms6,This Warm December: Brushfire Holiday's Vol. 1,Various Artists,2008-01-01,130759,0,0.579,0.809,0.205,0.0,0.123,-10.395,0.0523,104.422,4
Silent Night,7ctkpqGJYeUqi437BGV1yn,This Warm December: Brushfire Holiday's Vol. 1,Various Artists,2008-01-01,162626,8,0.563,0.518,0.143,0.0,0.163,-17.555,0.0374,126.825,4
The Christmas Waltz,0lOi6nt1QpadU7mGdSCSZ2,A Very She & Him Christmas,She & Him,2011-01-01,157453,5,0.893,0.555,0.11,0.00469,0.256,-12.907,0.0355,110.663,3
Christmas Day,6gxoZob4lPPZgZ51938Vxx,A Very She & Him Christmas,She & Him,2011-01-01,204226,1,0.737,0.394,0.562,9.97e-05,0.23,-7.796,0.033,127.733,4
I'll Be Home For Christmas,5t13rTdOktz4QV04LK2g2U,A Very She & Him Christmas,She & Him,2011-01-01,146386,3,0.905,0.529,0.276,0.000301,0.129,-11.406,0.0322,119.024,4
Silver Bells,6TwMxP0fs8nAPetR3Xp1Lb,A Very She & Him Christmas,She & Him,2011-01-01,117226,2,0.97,0.655,0.0676,0.0,0.163,-14.55,0.0573,102.772,4
Blue Christmas,3jiekLgaLrgUMQ5jO4P9BS,A Very She & Him Christmas,She & Him,2011-01-01,204413,1,0.967,0.424,0.112,0.0,0.121,-10.132,0.0331,84.848,4
The Christmas Song,7j0nKQFl47InTHEcoFjMf0,A Very She & Him Christmas,She & Him,2011-01-01,146466,2,0.953,0.488,0.0831,0.0047,0.11,-16.164,0.0428,113.108,3
Little Drummer Boy,2YTWQAF0A7rzCSpfeiHZa5,A Christmas Album,Bright Eyes,2002-12-01,154640,0,0.167,0.394,0.559,0.69,0.114,-11.111,0.0517,125.342,4
Have Yourself a Merry Little Christmas,5aSQCjVXORLtD9sl6hHIi6,A Christmas Album,Bright Eyes,2002-12-01,247666,0,0.924,0.248,0.146,0.342,0.0966,-15.707,0.0379,129.222,4
White Christmas,0Xi9LfrVI0yu0WS3P0mXUE,A Christmas Album,Bright Eyes,2002-12-01,95760,0,0.823,0.482,0.0926,6.72e-05,0.114,-19.289,0.0375,114.396,4
Happy Xmas (War Is Over),6OYRyNJGfqmIsHVpFKuNin,Holidaydream,The Polyphonic Spree,2012,230320,0,0.537,0.26,0.797,0.00594,0.444,-5.098,0.0371,152.36,3
Have Yourself a Merry Little Christmas,3YrLPYQa0EOADIYoGo6LTa,Have Yourself a Merry Little Christmas - Single,honeyhoney,2011-12-12,149605,0,0.969,0.39,0.107,5.27e-05,0.109,-11.778,0.0427,81.902,4
Silent Night,6ad4IcYg3QWXk6GmquQjTP,Silent Night,Alexi Murdoch,2000-10-10,199586,0,0.886,0.324,0.0564,0.00467,0.111,-17.609,0.0393,108.161,5
Silent Night,4VV619iNAplqf1ihEb1SYK,City On A Hill: It's Christmas Time,Various Artists,2002,219666,3,0.149,0.52,0.43,0.000236,0.096,-10.588,0.0242,99.952,3
Christmastime Is Here,5DtO94YPFAnAmmOL1NP9A4,You're Here,Various Artists,2009-10-20,183066,1,0.937,0.292,0.126,0.0,0.219,-14.7,0.0333,73.959,3
Angels We Have Heard On High,4CZNI3LrgwAAVi4f3Jhfnv,The Dawn Of Grace,Sixpence None The Richer,2008-10-14,255200,0,0.0631,0.478,0.486,0.000244,0.0915,-7.703,0.0239,99.037,4
"O Come, O Come Emmanuel",0h8CnVAdvtuNd2hRB2RPUa,The Dawn Of Grace,Sixpence None The Richer,2008-10-14,186840,0,0.125,0.515,0.592,6.19e-05,0.0855,-8.743,0.0267,74.983,4
Silent Night,4UP8HpN9KLQMPue6JWBwP8,The Dawn Of Grace,Sixpence None The Richer,2008-10-14,268600,0,0.0152,0.4,0.407,0.000162,0.0866,-9.334,0.027,75.018,3
Frosty the Snowman,75Qx3e0bJYhl42kMoQk06b,Christmas Calling,Various Artists,1999,130773,9,0.833,0.763,0.129,3.06e-06,0.125,-12.128,0.054,148.073,4
Someday At Christmas,7e5lpBneVYULomIBvmtXtU,More Christmas Songs EP,Jars Of Clay,2011-11-01,177880,3,0.513,0.706,0.573,0.0,0.111,-6.837,0.0306,100.978,4
In Like A Lion (Always Winter),5Ct4HWQ2wIBU9KPKr94P55,Apathetic EP,Relient K,2005-11-08,223040,0,0.0507,0.543,0.495,0.0,0.107,-7.708,0.0235,88.049,4
My Dear Acquaintance (A Happy New Year) - Live,0Pbzf17wfZQyX8JL0PDcxa,My Dear Acquaintance (A Happy New Year) [Live],Regina Spektor,2007-12-27,171826,14,0.876,0.425,0.13,0.00771,0.358,-15.858,0.0583,80.519,4
"Merry Christmas, Here's to Many More",4PtuVtJsrp2utGzvmOTPRu,Let It Snow Baby...Let It Reindeer,Relient K,2007-10-23,231480,0,0.135,0.23,0.556,2.56e-06,0.143,-7.014,0.0321,165.228,4
Silver Bells,7Ko1Y07fyfDbQ4oC4l7xvw,'Tis the Season to Be Gotee,Various Artists,2010-11-04,184413,0,0.000642,0.262,0.611,0.0,0.0919,-5.298,0.0321,86.07,4
God Rest Ye Merry Gentleman,2c5RXCOqiLqMnC4Ilw8krB,'Tis the Season to Be Gotee,Various Artists,2010-11-04,124746,0,0.000631,0.509,0.746,0.000677,0.0813,-5.492,0.083,169.925,4
O Holy Night,4Jvd6BjcaZevJHGUkzVeFX,'Tis the Season to Be Gotee,Various Artists,2010-11-04,154453,0,0.775,0.423,0.322,2.58e-05,0.112,-11.708,0.0315,151.87,3
Please Daddy (Don't Get Drunk This Christmas),10zp3LltcZvfUR3XBiCdt9,The Decemberists - CONNECT Set,The Decemberists,2006-01-01,207160,7,0.245,0.478,0.466,1.73e-05,0.0636,-7.772,0.0323,126.294,4
Silent Night,6AP8nZQLLfnPuWHpERIMwW,Silent Night,Sinéad O'Connor,1991-12-14,225120,0,0.948,0.222,0.228,0.36,0.111,-17.314,0.035,88.809,4
Evergreen,2DIyAyqEEU89DuWZFSjwSi,Happy Christmas,Various Artists,2005-01-01,280613,6,0.256,0.292,0.405,3.33e-06,0.136,-7.201,0.0313,148.732,3
I Celebrate the Day,734KMPVMJOMAxWSE8Lh9Tt,Let It Snow Baby...Let It Reindeer,Relient K,2007-10-23,197746,0,0.617,0.612,0.592,0.0,0.111,-7.337,0.0278,120.11,4
Carol Of The Bells; Deck The Halls,1N2Vk2qIvTV1g1YVGDRAbH,100 Christmas Classics,Various Artists,2011-12-16,151789,0,0.995,0.422,0.284,0.00151,0.124,-17.553,0.056,91.019,4
Xmas Time Is Here Again,76IXS4wm1RMyQTVzVz4E7U,Does Xmas Fiasco Style,My Morning Jacket,2000-10-10,375920,17,0.705,0.485,0.316,0.00679,0.0799,-11.323,0.0266,108.242,3
Santa Claus Is Back in Town,7hk47G6gP8FqCPH1EaG7qB,Does Xmas Fiasco Style,My Morning Jacket,2000-10-10,338320,3,0.539,0.347,0.554,0.0138,0.112,-10.682,0.076,113.721,3
O Tannenbaum,34rzJNfTd5e9s3TICFMPD0,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Vince Guaraldi Trio,1965,309386,49,0.908,0.583,0.191,0.00824,0.126,-15.938,0.0404,123.303,4
Christmas Time Is Here - Vocal,299lFlaAsNQdgbIZNPmIA0,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Vince Guaraldi Trio,1965,166386,50,0.978,0.388,0.145,6.86e-06,0.0997,-19.697,0.0318,75.474,3
Christmas Time Is Here - Instrumental,4DphT1rljbJjbK9WdrR1zI,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Vince Guaraldi Trio,1965,366213,46,0.966,0.419,0.116,0.648,0.138,-18.397,0.0331,74.634,3
"Hark, The Herald Angels Sing",1LfY2vPURdcodmbHn8zRZq,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],Vince Guaraldi Trio,1965,114866,41,0.99,0.246,0.0426,0.000782,0.155,-18.892,0.0494,88.277,3
O Come All Ye Faithful,7cj29K87zylprbRPw6ITzw,Winter Moon,Mindy Gledhill,2011-10-04,199186,0,0.84,0.479,0.307,0.000813,0.121,-10.824,0.0274,85.97,4
Have Yourself a Merry Little Christmas,2A2Q9TkQFIfQIuT8d4afST,Vintage Christmas,David Ian,2011-11-08,208880,4,0.933,0.551,0.0903,7.26e-06,0.0983,-13.796,0.0304,67.796,4
Christmas Song,2Ua2oF9reZW6TpAejWjATP,A Very Magistery Christmas,Various Artists,2005-12-13,229146,4,0.784,0.62,0.457,0.00699,0.0719,-13.397,0.152,135.048,4
A New Year (Live),7Gxnw2XHr54Gu8Kmrk26s4,A Very Magistery Christmas,Various Artists,2005-12-13,205000,0,0.956,0.687,0.224,0.000938,0.178,-12.905,0.0381,117.163,4
Sister Winter,0SQGgjq148MQJ3Ew0n53gc,Songs For Christmas,Sufjan Stevens,2006-11-21,304573,0,0.785,0.577,0.289,0.00139,0.111,-10.406,0.0311,119.918,4
Blue Christmas,2i5rP55zjWiAOhQDf7WSwp,A Christmas Album,Bright Eyes,2002-12-01,139600,0,0.518,0.582,0.474,0.243,0.137,-10.633,0.0421,111.976,4
Away in a Manger,4kNR0YzVLslyCp9c1Cq4Vd,A Christmas Album,Bright Eyes,2002-12-01,168293,0,0.133,0.26,0.329,0.028,0.204,-12.629,0.0365,129.109,4
God Rest Ye Merry Gentlemen,4gagAUImbNWYowf4TKgKnB,A Christmas Album,Bright Eyes,2002-12-01,112826,0,0.101,0.306,0.696,0.00305,0.217,-7.563,0.0296,165.471,4
The First Noel,3mGLqNqXr6x1DoFiIywOQH,A Christmas Album,Bright Eyes,2002-12-01,150133,0,0.748,0.365,0.287,0.0161,0.362,-13.515,0.0287,71.971,3
"Mvmt I, ""Rejoice! Rejoice!""",7tTkdF0gJssYoID20Uw70i,The Oh Hellos' Family Christmas Album,The Oh Hellos,2014-12-05,397963,0,0.899,0.38,0.242,0.343,0.13,-15.357,0.0312,72.952,4
"Mvmt II, ""Begin and Never Cease""",00uMqGKypSLYfqbKmZLy46,The Oh Hellos' Family Christmas Album,The Oh Hellos,2014-12-05,380747,0,0.22,0.604,0.785,0.000478,0.0821,-8.094,0.0358,112.003,4
"Mvmt III, ""Silent Night, Holy Night""",6Xqp0SumI26pe0Il1tktuf,The Oh Hellos' Family Christmas Album,The Oh Hellos,2014-12-05,280544,0,0.843,0.432,0.286,0.127,0.104,-14.343,0.0328,152.121,3
"Mvmt IV, ""Every Bell on Earth Will Ring""",4Rp46lIfakLfCQMUuG8uOZ,The Oh Hellos' Family Christmas Album,The Oh Hellos,2014-12-05,405101,0,0.58,0.551,0.565,0.00318,0.151,-8.918,0.0267,100.039,4
Santa Claus Is Coming To Town,6a1hzBiTkgqTsDA0Xgfh9z,Merry Christmas,The Jackson 5,1970-01-01,143773,22,0.271,0.682,0.577,0.000786,0.0796,-11.309,0.0352,147.331,4
The Christmas Song,07jpVgkbeoQD3l40yYBjYq,Merry Christmas,The Jackson 5,1970-01-01,171400,1,0.51,0.401,0.343,0.0,0.0407,-12.1,0.03,133.765,4
The Little Drummer Boy,4dicVZk0utug1NqmmaSS8C,The Temptations' Christmas Card,The Temptations,1970-10-30,204200,0,0.324,0.614,0.398,1.44e-05,0.0816,-15.384,0.0251,105.126,4
White Christmas - Stereo,2DZi4Ok6X8poYO4ZC0vUIg,Merry Christmas,The Supremes,1965-11-01,234933,0,0.775,0.248,0.288,1.23e-05,0.246,-13.428,0.0297,75.029,4
One Little Christmas Tree,50UAUs5jNNc7gWYN2amkCp,Someday At Christmas,Stevie Wonder,1967-11-01,163093,0,0.831,0.458,0.27,0.0,0.121,-15.872,0.0539,94.048,4
Why You Always Hatin?,39hnH8WdPmNT3Q3yzwC9Rg,Still Brazy (Deluxe),YG,2016-06-17,196600,3,0.0392,0.926,0.336,0.0,0.138,-9.326,0.594,92.995,4
Broccoli (feat. Lil Yachty),7yyRTcZmCiyzzJlNzGC9Ol,Big Baby DRAM,DRAM,2016-10-21,225205,62,0.236,0.886,0.525,0.0,0.057,-7.39,0.131,145.99,4
Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd,PARTYNEXTDOOR 3 (P3),PARTYNEXTDOOR,2016-08-12,235477,73,0.0511,0.717,0.347,2.43e-06,0.087,-10.265,0.0636,84.987,4
What They Want,3pndPhlQWjuSoXhcIIdBjv,There's Really A Wolf,Russ,2017-05-05,165853,72,0.484,0.71,0.404,0.0,0.0953,-10.04,0.379,139.553,4
Wavy (feat. Joe Moses),70mIuBKGTPrWMwWq9D4F56,Free TC (Deluxe Edition),Ty Dolla $ign,2016-03-25,187671,1,0.0898,0.75,0.491,0.0,0.109,-8.326,0.117,105.008,4
Minnesota,4XkOcWt0C2JX1s2RXybosk,Lil Boat,Lil Yachty,2016-07-05,268114,55,0.0951,0.812,0.648,0.0,0.11,-4.994,0.0887,130.022,4
All We Got (feat. Kanye West & Chicago Children's Choir),3ZLyt2ndLFBh148XRYjYYZ,Coloring Book,Chance the Rapper,2016-05-27,203794,58,0.308,0.531,0.544,1.89e-06,0.0835,-8.615,0.462,131.921,4
No Problem (feat. Lil Wayne & 2 Chainz),0v9Wz8o0BT8DU38R4ddjeH,Coloring Book,Chance the Rapper,2016-05-27,304606,68,0.156,0.652,0.795,0.0,0.123,-5.192,0.174,135.018,4
Blessings (feat. Jamila Woods),2VQc9orzwE6a5qFfy54P6e,Coloring Book,Chance the Rapper,2016-05-27,221939,55,0.723,0.714,0.343,5.48e-06,0.102,-7.641,0.38,72.348,4
Mixtape (feat. Young Thug & Lil Yachty),0WCbhE2evMrIwRM0DlMy9k,Coloring Book,Chance the Rapper,2016-05-27,292910,51,0.0498,0.838,0.43,1.59e-05,0.0977,-5.868,0.281,126.981,4
Juke Jam (feat. Justin Bieber & Towkio),3eze1OsZ1rqeXkKStNfTmi,Coloring Book,Chance the Rapper,2016-05-27,219683,63,0.716,0.505,0.397,0.0,0.0853,-9.349,0.324,95.063,1
